IDs,Formula,Definition,Lower bound,Upper bound,Reaction name,comments,DB_IDs,ECs,Compartments,Kegg Definition,Kegg Equation,Pathways
UF02096_C,2ippm_c  +  h2o_c  <=>  3c2hmp_c,2-isopropylmaleate(2-)  +  water  <=>   3-carboxy-2-hydroxy-4-methylpentanoate(2-),-1000,1000,"(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming) (4.2.1.33)",,R10170,4.2.1.33,1,"(2R,3S)-3-Isopropylmalate <=> alpha-Isopropylmalate",C04411 <=> C02504,rn01210 2-Oxocarboxylic acid metabolism
UF02097_C,3c3hmp_c  <=>  2ippm_c  +  h2o_c,3-Carboxy-3-hydroxy-4-methylpentanoate  <=>   2-isopropylmaleate(2-)  +  water,-1000,1000,2-Isopropylmalate hydro-lyase (4.2.1.33),,R03968,4.2.1.33,1,alpha-Isopropylmalate <=> 2-Isopropylmaleate + H2O,C02504 <=> C02631 + C00001,"rn00290  Valine, leucine and isoleucine biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01210  2-Oxocarboxylic acid metabolism, MODULE M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
UF02098_M,b124tc_m  +  h2o_m  <=>  hicit_m,"but-1-ene-1,2,4-tricarboxylate  +  water  <=>   (-)-homoisocitrate(3-)",0,1000,Homoisocitrate hydro-lyase (4.2.1.36|4.2.1.114),,R04371,4.2.1.36|4.2.1.114,1,"Homoisocitrate <=> (Z)-But-1-ene-1,2,4-tricarboxylate + H2O",C05662 <=> C04002 + C00001,"rn00300  Lysine biosynthesis, rn01120  Microbial metabolism in diverse environments, rn01130  Biosynthesis of antibiotics, rn01210  2-Oxocarboxylic acid metabolism, rn01230  Biosynthesis of amino acids, MODULE M00030  Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine, M00433  Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate, M00608  2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"
UF02099_C,arabna_c <=> 2deh3dxyla_c + h2o_c,D-Arabinonate <=> 2-Dehydro-3-deoxy-D-xylonate + H2O,0,1000,D-Arabinonate hydro-lyase (4.2.1.5),,R03032,4.2.1.5,1,D-Arabinonate <=> 2-Dehydro-3-deoxy-D-xylonate + H2O,C00878 <=> C03826 + C00001,
UF02100_C,h_c  +  pphn_c  -->  co2_c  +  h2o_c  +  phpyr_c,"H +   +  (1s,4s)-prephenate(2-)  <=>   carbon dioxide  +  water  +  keto-phenylpyruvate",0,1000,prephenate hydro-lyase (decarboxylating phenylpyruvate-forming) (4.2.1.51|4.2.1.91),,R01373,4.2.1.51|4.2.1.91,1,Prephenate <=> Phenylpyruvate + H2O + CO2,C00254 <=> C00166 + C00001 + C00011,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00024  Phenylalanine biosynthesis, chorismate => phenylalanine"
UF02101_C,3hbtACP_c  +  2.0 h_c  <=>  bt2eACP_c  +  h2o_c,(R)-3-hydroxy-butanoyl-ACP  +  H +   <=>   water  +  (2E)-butenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02101_M,3hbtACP_m  +  2.0 h_m  <=>  bt2eACP_m  +  h2o_m,(R)-3-hydroxy-butanoyl-ACP  +  H +   <=>   water  +  (2E)-butenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02102_C,3hhxACP_c  +  2.0 h_c  <=>  h2o_c  +  hx2eACP_c,(R)-3-hydroxy-hexanoyl-ACP  +  H +   <=>   water  +  (2E)-hexenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02102_M,3hhxACP_m  +  2.0 h_m  <=>  h2o_m  +  hx2eACP_m,(R)-3-hydroxy-hexanoyl-ACP  +  H +   <=>   water  +  (2E)-hexenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02103_C,3hocACP_c  +  2.0 h_c  <=>  h2o_c  +  oc2eACP_c,(R)-3-hydroxy-octanoyl-ACP  +  H +   <=>   water  +  (2E)-octenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02103_M,3hocACP_m  +  2.0 h_m  <=>  h2o_m  +  oc2eACP_m,(R)-3-hydroxy-octanoyl-ACP  +  H +   <=>   water  +  (2E)-octenoyl-ACP,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02104_C,3hglutmeACP_c --> 2EglutmeACP_c + h2o_c,3-hydroxyglutarate-methylester-ACP --> (2E)-glutarate-methylester-ACP + H2O,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02105_C,3hpimemeACP_c --> 2EpimemeACP_c + h2o_c,3-hydroxypimelate-methylester --> (2E)-pimelate-methylester-ACP + H2O,0,1000,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (4.2.1.59),,R10208,2.3.1.86|4.2.1.59,0,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,"rn00061  Fatty acid biosynthesis, "
UF02106_C,galcta_c <=> 2dh3dgal_c + h2o_c,D-Galactonate <=> 2-Dehydro-3-deoxy-D-galactonate + H2O,0,1000,D-galactonate hydro-lyase (4.2.1.6),,R03033,4.2.1.6,1,D-Galactonate <=> 2-Dehydro-3-deoxy-D-galactonate + H2O,C00880 <=> C01216 + C00001,"rn00052  Galactose metabolism, rn01120  Microbial metabolism in diverse environments, MODULE M00309  Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate, M00552  D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P, M00633  Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"
UF02107_C,Lfucn_c <=> 2Dh3dLfucn_c + h2o_c,L-Fuconate <=> 2-Dehydro-3-deoxy-L-fuconate + H2O,0,1000,L-fuconate hydro-lyase (4.2.1.68),,R03688,4.2.1.68,1,L-Fuconate <=> 2-Dehydro-3-deoxy-L-fuconate + H2O,C01720 <=> C03827 + C00001,"rn00051  Fructose and mannose metabolism, rn01120  Microbial metabolism in diverse environments"
UF02108_C,r5p_c  +  ura_c  <=>  h2o_c  +  psd5p_c,Uracil  +  aldehydo-D-ribose 5-phosphate(2-)  <=>   pseudouridine 5'-phosphate(2-)  +  water,0,1000,uracil hydro-lyase (adding D-ribose 5-phosphate pseudouridine-5'-phosphate-forming) (4.2.1.70),,R01055,4.2.1.70|5.4.99.-|5.4.99.25|5.4.99.44|5.4.99.45,1,Uracil + D-Ribose 5-phosphate <=> Pseudouridine 5'-phosphate + H2O,C00106 + C00117 <=> C01168 + C00001,"rn00240  Pyrimidine metabolism, "
UF02109_R,3hbehencoa_r  -->  2Ebehencoa_r  +  h2o_r,(R)-3-hydroxydocosanoyl-CoA(4-)  <=>   water  +  (2E)-docosenoyl-CoA(4-),0,1000,enoyl-CoA hydratase (4.2.1.17|4.2.1.74),,R02685,4.2.1.17|4.2.1.74,0,"(3S)-3-Hydroxyacyl-CoA <=> trans-2,3-Dehydroacyl-CoA + H2O",C00640 <=> C00658 + C00001,rn00062  Fatty acid elongation
UF02109_X,2Ebehencoa_x  +  h2o_x  <=>  3hbehencoa_x,water  +  (2E)-docosenoyl-CoA(4-)  <=>   (R)-3-hydroxy-docosanoyl-CoA(4-),0,1000,enoyl-CoA hydratase (4.2.1.17|4.2.1.74),,R02685,4.2.1.17|4.2.1.74,0,"(3S)-3-Hydroxyacyl-CoA <=> trans-2,3-Dehydroacyl-CoA + H2O",C00640 <=> C00658 + C00001,rn00062  Fatty acid elongation
UF02110_R,3htccoa_r  -->  h2o_r  +  2Etccoa_r,(R)-3-hydroxy-tetracosanoyl-CoA(4-)  <=>   water  +  (2E)-tetracosenoyl-CoA(4-),0,1000,enoyl-CoA hydratase (4.2.1.17|4.2.1.74),,R02685,4.2.1.17|4.2.1.74,0,"(3S)-3-Hydroxyacyl-CoA <=> trans-2,3-Dehydroacyl-CoA + H2O",C00640 <=> C00658 + C00001,rn00062  Fatty acid elongation
UF02110_X,h2o_x  +  2Etccoa_x  <=>  3htccoa_x,water  +  (2E)-tetracosenoyl-CoA(4-)  <=>   (R)-3-hydroxy-tetracosanoyl-CoA,0,1000,enoyl-CoA hydratase (4.2.1.17|4.2.1.74),,R02685,4.2.1.17|4.2.1.74,0,"(3S)-3-Hydroxyacyl-CoA <=> trans-2,3-Dehydroacyl-CoA + H2O",C00640 <=> C00658 + C00001,rn00062  Fatty acid elongation
UF02111_C,hmbil_c  -->  h2o_c  +  uppg3_c,hydroxymethylbilane  <=>   water  +  uroporphyrinogen III(8-),0,1000,Hydroxymethylbilane hydro-lyase(cyclizing) (4.2.1.75),,R03165,4.2.1.75,1,Hydroxymethylbilane <=> Uroporphyrinogen III + H2O,C01024 <=> C01051 + C00001,"rn00860  Porphyrin and chlorophyll metabolism, rn01110  Biosynthesis of secondary metabolites, rn01120  Microbial metabolism in diverse environments, MODULE M00121  Heme biosynthesis, plants and bacteria, glutamate => heme, M00846  Siroheme biosynthesis, glutamate => siroheme, M00868  Heme biosynthesis, animals and fungi, glycine => heme"
UF02113_C,2mcit_c  <=>  2mcacn_c  +  h2o_c,"(2S,3S)-2-methylcitrate(3-)  <=>   2-methyl-cis-aconitate  +  water",-1000,1000,(2S.3S)-2-hydroxybutane-1.2.3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1.2.3-tricarboxylate-forming] (4.2.1.79),,R04424,4.2.1.79,1,"2-Methylcitrate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O",C02225 <=> C04225 + C00001,"rn00640  Propanoate metabolism, "
UF02113_M,2mcit_m  <=>  2mcacn_m  +  h2o_m,"(2S,3S)-2-methylcitrate(3-)  <=>   2-methyl-cis-aconitate  +  water",-1000,1000,(2S.3S)-2-hydroxybutane-1.2.3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1.2.3-tricarboxylate-forming] (4.2.1.79),,R04424,4.2.1.79,1,"2-Methylcitrate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O",C02225 <=> C04225 + C00001,"rn00640  Propanoate metabolism, "
UF02114_C,iad_c <-- h2o_c  +  ind3acnl_c,Indole-3-acetamide  <=>   water  +  Indole-3-acetonitrile,-1000,1000,Indole-3-acetamide hydro-lyase (4.2.1.84),,R04020,4.2.1.84,1,(Indol-3-yl)acetamide <=> 3-Indoleacetonitrile + H2O,C02693 <=> C02938 + C00001,"rn00380  Tryptophan metabolism, "
UF02115_M,23dhmb_m  -->  3mob_m  +  h2o_m,"(R)-2,3-Dihydroxy-3-methylbutanoate  <=>   3-Methyl-2-oxobutanoate  +  water",0,1000,(R)-2.3-Dihydroxy-3-methylbutanoate hydro-lyase (4.2.1.9),,R04441,4.2.1.9,1,"(R)-2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O",C04272 <=> C00141 + C00001,"rn00290  Valine, leucine and isoleucine biosynthesis, rn00770  Pantothenate and CoA biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01210  2-Oxocarboxylic acid metabolism, rn01230  Biosynthesis of amino acids, MODULE M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
UF02116_M,23dhmp_m  -->  3mop_m  +  h2o_m,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate  <=>   (S)-3-methyl-2-oxopentanoate  +  water",0,1000,(R)-2.3-Dihydroxy-3-methylpentanoate hydro-lyase (4.2.1.9),,R05070,4.2.1.9,1,"(R)-2,3-Dihydroxy-3-methylpentanoate <=> (S)-3-Methyl-2-oxopentanoic acid + H2O",C06007 <=> C00671 + C00001,"rn00290  Valine, leucine and isoleucine biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01210  2-Oxocarboxylic acid metabolism, rn01230  Biosynthesis of amino acids, MODULE M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine, M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"
UF02117_C,rhmn_c  -->  h2o_c  +  lkdr_c,L-rhamnonate  <=>   2-Dehydro-3-deoxy-L-rhamnonate  +  water,0,1000,L-Rhamnonate hydro-lyase (4.2.1.90),,R03774,4.2.1.90,1,L-Rhamnonate <=> 2-Dehydro-3-deoxy-L-rhamnonate + H2O,C01934 <=> C03979 + C00001,"rn00051  Fructose and mannose metabolism, rn01120  Microbial metabolism in diverse environments"
UF02118_C,4aHthbiopt_c --> dhbiopt_c + h2o_c,4a-Hydroxytetrahydrobiopterin <=> Dihydrobiopterin + H2O,0,1000,4a-hydroxytetrahydrobiopterin hydro-lyase (4.2.1.96),,R04734,4.2.1.96,1,4a-Hydroxytetrahydrobiopterin <=> Dihydrobiopterin + H2O,C15522 <=> C00268 + C00001,"rn00790  Folate biosynthesis, "
UF02120_C,2mcacn_c  +  h2o_c  <=>  micit_c,"2-methyl-cis-aconitate  +  water  <=>   (2R,3S)-2-methylisocitrate(3-)",-1000,1000,(2S.3R)-3-Hydroxybutane-1.2.3-tricarboxylate hydro-lyase (4.2.1.99),,R04425,4.2.1.99,1,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O",C04593 <=> C04225 + C00001,"rn00640  Propanoate metabolism, "
UF02120_M,2mcacn_m  +  h2o_m  <=>  micit_m,"2-methyl-cis-aconitate  +  water  <=>   (2R,3S)-2-methylisocitrate(3-)",-1000,1000,(2S.3R)-3-Hydroxybutane-1.2.3-tricarboxylate hydro-lyase (4.2.1.99),,R04425,4.2.1.99,1,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> (Z)-But-2-ene-1,2,3-tricarboxylate + H2O",C04593 <=> C04225 + C00001,"rn00640  Propanoate metabolism, "
UF02121_C,1415epemi_c --> paspaline_c,"14,15-Epoxyemindole SB <=> Paspaline",0,1000,terpene cyclase paxB (4.2.3.-),E3UBL6,R10353,4.2.3.-,1,"14,15-Epoxyemindole SB <=> Paspaline",C20529 <=> C20530,"rn00403  Indole diterpene alkaloid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00661  Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"
UF02122_C,h2o_c  +  phom_c  -->  pi_c  +  thrL_c,water  +  O-phosphonato-L-homoserine(2-)  <=>   hydrogenphosphate  +  L-threonine zwitterion,0,1000,O-phospho-L-homoserine phosphate-lyase (adding water L-threonine-forming) (4.2.3.1),,R01466,4.2.3.1,1,O-Phospho-L-homoserine + H2O <=> L-Threonine + Orthophosphate,C01102 + C00001 <=> C00188 + C00009,"rn00260  Glycine, serine and threonine metabolism, rn01110  Biosynthesis of secondary metabolites, rn01120  Microbial metabolism in diverse environments, rn01230  Biosynthesis of amino acids, MODULE M00018  Threonine biosynthesis, aspartate => homoserine => threonine"
UF02123_C,ecopdp_c --> ekaurene_c + ppi_c,ent-Copalyl diphosphate <=> ent-Kaurene + Diphosphate,0,1000,ent-copalyl-diphosphate diphosphate-lyase (4.2.3.19),,R05092,4.2.3.19,1,ent-Copalyl diphosphate <=> ent-Kaurene + Diphosphate,C06089 <=> C06090 + C00013,"rn00904  Diterpenoid biosynthesis, rn01110  Biosynthesis of secondary metabolites"
UF02124_C,ethamp_c  +  h2o_c  -->  acald_c  +  nh4_c  +  pi_c,O-phosphonatoethanaminium(1-)  +  water  <=>   Acetaldehyde  +  Ammonium  +  hydrogenphosphate,0,1000,ethanolamine-phosphate phosphate-lyase (deaminating acetaldehyde-forming) (4.2.3.2),,R00748,4.2.3.2,1,Ethanolamine phosphate + H2O <=> Acetaldehyde + Ammonia + Orthophosphate,C00346 + C00001 <=> C00084 + C00014 + C00009,"rn00564  Glycerophospholipid metabolism, "
UF02125_C,2dda7p_c  -->  3dhq_c  +  pi_c,2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate  <=>   3-Dehydroquinate  +  hydrogenphosphate,0,1000,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing) (4.2.3.4),,R03083,4.2.3.4,1,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate <=> 3-Dehydroquinate + Orthophosphate,C04691 <=> C00944 + C00009,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
UF02126_C,3psme_c  -->  chor_c  +  pi_c,5-O-(1-carboxylatovinyl)-3-phosphonatoshikimate  <=>   chorismate(2-)  +  hydrogenphosphate,0,1000,5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming) (4.2.3.5),,R01714,4.2.3.5,1,5-O-(1-Carboxyvinyl)-3-phosphoshikimate <=> Chorismate + Orthophosphate,C01269 <=> C00251 + C00009,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
UF02127_C,aspL_c  -->  fum_c  +  nh4_c,L-aspartate(1-)  <=>   Ammonium  +  fumarate(2-),0,1000,L-aspartate ammonia-lyase (fumarate-forming) (4.3.1.1),,R00490,4.3.1.1,1,L-Aspartate <=> Fumarate + Ammonia,C00049 <=> C00122 + C00014,"rn00250  Alanine, aspartate and glutamate metabolism, "
UF02128_C,orn_c  <=>  nh4_c  +  proL_c,L-ornithinium(1+)  <=>   L-proline zwitterion  +  Ammonium,0,1000,L-ornithine ammonia-lyase (cyclizing L-proline-forming) (4.3.1.12),,R00671,4.3.1.12,1,L-Ornithine <=> L-Proline + Ammonia,C00077 <=> C00148 + C00014,"rn00330  Arginine and proline metabolism, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids"
UF02129_C,serL_c <=> deha_c + h2o_c,L-Serine <=> Dehydroalanine + H2O,-1000,1000,L-serine hydro-lyase (4.3.1.17),,R00590,4.3.1.17,1,L-Serine <=> Dehydroalanine + H2O,C00065 <=> C02218 + C00001,"rn00270  Cysteine and methionine metabolism, "
UF02130_M,serL_m  -->  nh4_m  +  pyr_m,L-serine zwitterion  <=>   Pyruvate  +  Ammonium,0,1000,L-serine ammonia-lyase (4.3.1.17|4.3.1.19),,R00220,4.3.1.17|4.3.1.19,1,L-Serine <=> Pyruvate + Ammonia,C00065 <=> C00022 + C00014,"rn00260  Glycine, serine and threonine metabolism, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01200  Carbon metabolism, rn01230  Biosynthesis of amino acids"
UF02131_M,thrL_m  -->  2obut_m  +  nh4_m,L-threonine zwitterion  <=>   2-Oxobutanoate  +  Ammonium,0,1000,L-threonine ammonia-lyase (4.3.1.17|4.3.1.19),,R00996,4.3.1.17|4.3.1.19,1,L-Threonine <=> 2-Oxobutanoate + Ammonia,C00188 <=> C00109 + C00014,"rn00260  Glycine, serine and threonine metabolism, rn00290  Valine, leucine and isoleucine biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"
UF02132_C,tyrL_c  -->  T4hcinnm_c  +  nh4_c,L-tyrosine zwitterion  <=>   4-coumarate(1-)  +  Ammonium,0,1000,L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming) (4.3.1.23),,R00737,4.3.1.23,1,L-Tyrosine <=> 4-Coumarate + Ammonia,C00082 <=> C00811 + C00014,"rn00350  Tyrosine metabolism, rn00940  Phenylpropanoid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00039  Monolignol biosynthesis, phenylalanine/tyrosine => monolignol"
UF02133_C,pheL_c  -->  cinnm_c  +  nh4_c,L-phenylalanine zwitterion  <=>   trans-cinnamate(1-)  +  Ammonium,0,1000,L-phenylalanine ammonia-lyase (trans-cinnamate-forming) (4.3.1.24|4.3.1.25),,R00697,4.3.1.24|4.3.1.25,1,L-Phenylalanine <=> trans-Cinnamate + Ammonia,C00079 <=> C00423 + C00014,"rn00360  Phenylalanine metabolism, rn00940  Phenylpropanoid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00039  Monolignol biosynthesis, phenylalanine/tyrosine => monolignol, M00137  Flavanone biosynthesis, phenylalanine => naringenin"
UF02134_C,3hasp_c  -->  nh4_c  +  oaa_c,(3R)-3-hydroxy-D-aspartate(1-)  <=>   oxaloacetate(2-)  +  Ammonium,0,1000,threo-3-hydroxy-D-aspartate ammonia-lyase (oxaloacetate-forming) (4.3.1.27),,R09683,4.3.1.27,1,threo-3-Hydroxy-D-aspartate <=> Oxaloacetate + Ammonia,C19813 <=> C00036 + C00014,
UF02135_C,etha_c  -->  acald_c  +  nh4_c,ethanolaminium(1+)  <=>   Acetaldehyde  +  Ammonium,0,1000,ethanolamine ammonia-lyase (acetaldehyde-forming) (4.3.1.7),,R00749,4.3.1.7,1,Ethanolamine <=> Acetaldehyde + Ammonia,C00189 <=> C00084 + C00014,"rn00564  Glycerophospholipid metabolism, "
UF02136_C,argsuc_c  <=>  argL_c  +  fum_c,(N(omega)-L-arginino)succinate(1-)  <=>   L-argininium(1+)  +  fumarate(2-),-1000,1000,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming) (4.3.2.1),,R01086,4.3.2.1,1,N-(L-Arginino)succinate <=> Fumarate + L-Arginine,C03406 <=> C00122 + C00062,"rn00220  Arginine biosynthesis, rn00250  Alanine, aspartate and glutamate metabolism, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00029  Urea cycle, M00844  Arginine biosynthesis, ornithine => arginine, M00845  Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
UF02137_C,dcamp_c  <=>  amp_c  +  fum_c,"N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)  <=>   AMP(2-)  +  fumarate(2-)",-1000,1000,N6-(1.2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) (4.3.2.2),,R01083,4.3.2.2,1,"N6-(1,2-Dicarboxyethyl)-AMP <=> Fumarate + AMP",C03794 <=> C00122 + C00020,"rn00230  Purine metabolism, rn00250  Alanine, aspartate and glutamate metabolism, , MODULE M00049  Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
UF02138_C,25aics_c  <=>  aicar_c  +  fum_c,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate(4-)  <=>   5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)  +  fumarate(2-),-1000,1000,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase (4.3.2.2),,R04559,4.3.2.2,1,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole <=> Fumarate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C04823 <=> C00122 + C04677,"rn00230  Purine metabolism, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, MODULE M00048  Inosine monophosphate biosynthesis, PRPP + glutamine => IMP"
UF02139_C,urdglyc_c  -->  glx_c  +  urea_c,(-)-ureidoglycolate  <=>   Glyoxylate  +  urea,0,1000,(S)-ureidoglycolate urea-lyase (glyoxylate-forming) (4.3.2.3),,R00776,4.3.2.3,1,(S)-Ureidoglycolate <=> Glyoxylate + Urea,C00603 <=> C00048 + C00086,"rn00230  Purine metabolism, "
UF02140_C,gthrd_c  -->  5oxpro_c  +  cgly_c,Reduced glutathione  <=>   5-oxo-L-prolinate  +  L-cysteinylglycine zwitterion,0,1000,glutathione gamma-glutamyl cyclotransferase (5-oxoproline-forming) (4.3.2.7),,R11861,4.3.2.7,1,Glutathione <=> Cys-Gly + 5-Oxoproline,C00051 <=> C01419 + C01879,"rn00480  Glutathione metabolism, "
UF02141_C,glucys_c  -->  5oxpro_c  +  cysL_c,L-gamma-glutamyl-L-cysteinate(1-)  <=>   L-cysteine zwitterion  +  5-oxo-L-prolinate,0,1000,gamma-L-glutamyl-L-cysteine gamma-glutamyl cyclotransferase (5-oxoproline-forming) (4.3.2.9),,R02743,4.3.2.9,1,gamma-L-Glutamyl-L-cysteine <=> 5-Oxoproline + L-Cysteine,C00669 <=> C01879 + C00097,"rn00480  Glutathione metabolism, "
UF02142_C,g3p_c  +  glnL_c  +  r5p_c  -->  gluL_c  +  3.0 h2o_c  +  h_c  +  pi_c  +  pydx5p_c,D-glyceraldehyde 3-phosphate(2-)  +  L-glutamine zwitterion  +  aldehydo-D-ribose 5-phosphate(2-)  <=>   pyridoxal 5'-phosphate(2-)  +  L-glutamate(1-)  +  water  +  H +   +  hydrogenphosphate,-1000,1000,D-ribulose 5-phosphate.D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase (4.3.3.6),,R07456,4.3.3.6,1,D-Glyceraldehyde 3-phosphate + D-Ribulose 5-phosphate + L-Glutamine <=> Pyridoxal phosphate + L-Glutamate + Orthophosphate + 3 H2O,C00118 + C00199 + C00064 <=> C00018 + C00025 + C00009 + 3 C00001,rn00750  Vitamin B6 metabolism
